time	V(in1)	V(in2)	V(in3)	V(in4)	V(in5)	V(in6)	V(vout)	V(n001)	Ix(U2:DRAIN)	Ix(U3:DRAIN)	Ix(U4:DRAIN)	Ix(U5:DRAIN)	Ix(U16:DRAIN)	Ix(U17:DRAIN)
5.800512500000004e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	4.100000e-001	1.541795e-001	1.518981e-003	-5.607847e-014	-5.606245e-014	-5.602326e-014	-1.285445e-006	-1.278673e-006	-3.657451e-009
5.800684375000019e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	5.475000e-001	1.540601e-001	1.517799e-003	-5.607796e-014	-5.606168e-014	-5.602178e-014	-1.285247e-006	-1.277769e-006	-2.283492e-007
5.801000000000000e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	8.000000e-001	1.538330e-001	1.515549e-003	-5.607698e-014	-5.606020e-014	-5.601896e-014	-1.284860e-006	-1.275941e-006	-1.238353e-006
5.801031562499998e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	7.747500e-001	8.000000e-001	1.538834e-001	1.516051e-003	-5.607720e-014	-5.606053e-014	-5.601959e-014	-1.284948e-006	-1.014201e-006	-1.239135e-006
5.801094687499994e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	7.242500e-001	8.000000e-001	1.539796e-001	1.517005e-003	-5.607761e-014	-5.606115e-014	-5.602079e-014	-1.285113e-006	-6.249219e-007	-1.240580e-006
5.801220937499986e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	6.232500e-001	8.000000e-001	1.541606e-001	1.518798e-003	-5.607839e-014	-5.606233e-014	-5.602303e-014	-1.285410e-006	-2.371705e-007	-1.243170e-006
5.801473437499971e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	4.212500e-001	8.000000e-001	1.545076e-001	1.522235e-003	-5.607987e-014	-5.606458e-014	-5.602731e-014	-1.285954e-006	-4.890135e-009	-1.247910e-006
5.801495000000031e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	4.040000e-001	8.000000e-001	1.545369e-001	1.522525e-003	-5.608000e-014	-5.606477e-014	-5.602767e-014	-1.285999e-006	-6.336599e-010	-1.248293e-006
5.802000000000000e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	8.000000e-001	1.552333e-001	1.529422e-003	-5.608297e-014	-5.606928e-014	-5.603620e-014	-1.286943e-006	-5.591528e-014	-1.256321e-006
5.901000000000000e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	8.000000e-001	1.552335e-001	1.529422e-003	-5.608297e-014	-5.606928e-014	-5.603620e-014	-1.286943e-006	-5.591528e-014	-1.256321e-006
5.901080625036012e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	7.355000e-001	1.552961e-001	1.530043e-003	-5.608324e-014	-5.606968e-014	-5.603697e-014	-1.287020e-006	-5.591891e-014	-7.473861e-007
5.901241875108036e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	6.064999e-001	1.554116e-001	1.531188e-003	-5.608373e-014	-5.607043e-014	-5.603838e-014	-1.287159e-006	-5.592551e-014	-2.482535e-007
5.901564375252084e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	3.484998e-001	1.556334e-001	1.533384e-003	-5.608468e-014	-5.607186e-014	-5.604107e-014	-1.287414e-006	-5.593788e-014	-2.161370e-008
5.902000000000000e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	1.559332e-001	1.536353e-003	-5.608595e-014	-5.607379e-014	-5.604471e-014	-1.287748e-006	-5.595427e-014	-5.582038e-014
6.000000000000000e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	0.000000e+000	1.559333e-001	1.536353e-003	-5.608595e-014	-5.607379e-014	-5.604471e-014	-1.287748e-006	-5.595427e-014	-5.582038e-014
6.000426562499997e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	3.412500e-001	3.412500e-001	1.550501e-001	1.527602e-003	-5.608219e-014	-5.606809e-014	-5.603396e-014	-1.286702e-006	-3.152602e-010	-3.140492e-010
6.000512500000004e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	4.100000e-001	4.100000e-001	1.548742e-001	1.525860e-003	-5.608144e-014	-5.606695e-014	-5.603181e-014	-1.286470e-006	-3.676730e-009	-3.660251e-009
6.000684375000019e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	5.475000e-001	5.475000e-001	1.545158e-001	1.522310e-003	-5.607990e-014	-5.606463e-014	-5.602739e-014	-1.285943e-006	-2.350286e-007	-2.283567e-007
6.001000000000000e+001	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	8.000000e-001	1.538332e-001	1.515549e-003	-5.607698e-014	-5.606020e-014	-5.601896e-014	-1.284860e-006	-1.275941e-006	-1.238353e-006
6.001031562499998e+001	0.000000e+000	0.000000e+000	0.000000e+000	7.747500e-001	8.000000e-001	8.000000e-001	1.539345e-001	1.516558e-003	-5.607742e-014	-5.606086e-014	-5.602022e-014	-1.019966e-006	-1.276164e-006	-1.238755e-006
6.001094687499994e+001	0.000000e+000	0.000000e+000	0.000000e+000	7.242500e-001	8.000000e-001	8.000000e-001	1.541271e-001	1.518470e-003	-5.607825e-014	-5.606212e-014	-5.602262e-014	-6.274975e-007	-1.276571e-006	-1.239493e-006
6.001220937499986e+001	0.000000e+000	0.000000e+000	0.000000e+000	6.232500e-001	8.000000e-001	8.000000e-001	1.544893e-001	1.522056e-003	-5.607979e-014	-5.606446e-014	-5.602708e-014	-2.378724e-007	-1.277298e-006	-1.240844e-006
6.001473437499971e+001	0.000000e+000	0.000000e+000	0.000000e+000	4.212500e-001	8.000000e-001	8.000000e-001	1.551837e-001	1.528934e-003	-5.608276e-014	-5.606896e-014	-5.603560e-014	-4.901578e-009	-1.278624e-006	-1.243383e-006
6.001495000000031e+001	0.000000e+000	0.000000e+000	0.000000e+000	4.040000e-001	8.000000e-001	8.000000e-001	1.552424e-001	1.529515e-003	-5.608301e-014	-5.606934e-014	-5.603632e-014	-6.350454e-010	-1.278730e-006	-1.243593e-006
6.002000000000000e+001	0.000000e+000	0.000000e+000	0.000000e+000	3.013145e-013	8.000000e-001	8.000000e-001	1.566357e-001	1.543316e-003	-5.608895e-014	-5.607831e-014	-5.605318e-014	-5.599913e-014	-1.280958e-006	-1.248279e-006
6.101000000000000e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	1.566363e-001	1.543316e-003	-5.608895e-014	-5.607831e-014	-5.605318e-014	-5.599913e-014	-1.280958e-006	-1.248279e-006
6.101080625036013e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	7.355000e-001	1.566987e-001	1.543935e-003	-5.608921e-014	-5.607872e-014	-5.605394e-014	-5.600068e-014	-1.281305e-006	-7.438275e-007
6.101241875108038e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	6.064999e-001	1.568142e-001	1.545080e-003	-5.608970e-014	-5.607946e-014	-5.605532e-014	-5.600355e-014	-1.281910e-006	-2.476372e-007
6.101564375252087e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	3.484998e-001	1.570361e-001	1.547277e-003	-5.609064e-014	-5.608088e-014	-5.605798e-014	-5.600901e-014	-1.282962e-006	-2.159089e-008
6.102000000000000e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	1.573359e-001	1.550246e-003	-5.609191e-014	-5.608280e-014	-5.606156e-014	-5.601637e-014	-1.284259e-006	-5.579087e-014
6.200000000000000e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	0.000000e+000	1.573360e-001	1.550246e-003	-5.609191e-014	-5.608280e-014	-5.606156e-014	-5.601637e-014	-1.284259e-006	-5.579087e-014
6.200426562499997e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	3.412500e-001	1.570416e-001	1.547329e-003	-5.609066e-014	-5.608091e-014	-5.605804e-014	-5.600916e-014	-1.283022e-006	-3.140440e-010
6.200512500000004e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	4.100000e-001	1.569830e-001	1.546749e-003	-5.609042e-014	-5.608054e-014	-5.605734e-014	-5.600771e-014	-1.282753e-006	-3.661433e-009
6.200684375000019e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	5.475000e-001	1.568636e-001	1.545566e-003	-5.608991e-014	-5.607977e-014	-5.605591e-014	-5.600476e-014	-1.282158e-006	-2.301100e-007
6.201000000000000e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	8.000000e-001	1.566364e-001	1.543316e-003	-5.608895e-014	-5.607831e-014	-5.605318e-014	-5.599913e-014	-1.280958e-006	-1.248279e-006
6.201031562499998e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	7.747500e-001	8.000000e-001	1.566869e-001	1.543818e-003	-5.608916e-014	-5.607864e-014	-5.605379e-014	-5.600039e-014	-1.017413e-006	-1.248920e-006
6.201094687499994e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	7.242500e-001	8.000000e-001	1.567831e-001	1.544773e-003	-5.608957e-014	-5.607926e-014	-5.605495e-014	-5.600278e-014	-6.263238e-007	-1.250101e-006
6.201220937499986e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	6.232500e-001	8.000000e-001	1.569640e-001	1.546565e-003	-5.609034e-014	-5.608042e-014	-5.605711e-014	-5.600724e-014	-2.375357e-007	-1.252215e-006
6.201473437499971e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.212500e-001	8.000000e-001	1.573109e-001	1.550000e-003	-5.609181e-014	-5.608264e-014	-5.606127e-014	-5.601576e-014	-4.895662e-009	-1.256077e-006
6.201495000000031e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	4.040000e-001	8.000000e-001	1.573402e-001	1.550290e-003	-5.609193e-014	-5.608283e-014	-5.606161e-014	-5.601648e-014	-6.343119e-010	-1.256388e-006
6.202000000000000e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	1.580362e-001	1.557184e-003	-5.609488e-014	-5.608727e-014	-5.606989e-014	-5.603329e-014	-5.595443e-014	-1.262896e-006
6.301000000000000e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	8.000000e-001	1.580364e-001	1.557184e-003	-5.609488e-014	-5.608727e-014	-5.606989e-014	-5.603329e-014	-5.595443e-014	-1.262896e-006
6.301080625036012e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	7.355000e-001	1.580991e-001	1.557805e-003	-5.609515e-014	-5.608768e-014	-5.607063e-014	-5.603479e-014	-5.595776e-014	-7.502885e-007
6.301241875108036e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	6.064999e-001	1.582146e-001	1.558949e-003	-5.609564e-014	-5.608841e-014	-5.607200e-014	-5.603755e-014	-5.596383e-014	-2.487538e-007
6.301564375252084e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	3.484998e-001	1.584362e-001	1.561145e-003	-5.609657e-014	-5.608982e-014	-5.607462e-014	-5.604282e-014	-5.597530e-014	-2.163348e-008
6.302000000000000e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.587359e-001	1.564112e-003	-5.609784e-014	-5.609173e-014	-5.607816e-014	-5.604992e-014	-5.599059e-014	-5.584708e-014
6.495902031249895e+001	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	0.000000e+000	1.587360e-001	1.564112e-003	-5.609784e-014	-5.609173e-014	-5.607816e-014	-5.604992e-014	-5.599059e-014	-5.584708e-014
6.500000000000000e+001	-1.#IND00e+000	-1.#IND00e+000	-1.#IND00e+000	-1.#IND00e+000	-1.#IND00e+000	-1.#IND00e+000	-1.#IND00e+000	-1.#IND00e+000	-1.#IND00e+000	-1.#IND00e+000	-1.#IND00e+000	-1.#IND00e+000	-1.#IND00e+000	-1.#IND00e+000
